,am,ar,bg,bn,ca,ckb,cs,cy,da,de,dv,el,en,es,et,eu,fa,fi,fr,gu,hi,ht,hu,hy,in,is,it,iw,ja,ka,kn,ko,lt,lv,ml,mr,my,ne,nl,no,or,pa,pl,ps,pt,ro,ru,si,sl,sr,sv,ta,te,th,tl,tr,uk,und,ur,vi,zh,unique_users,row_count,text_duplicated_count,date,am_dupl,ar_dupl,bg_dupl,bn_dupl,ca_dupl,ckb_dupl,cs_dupl,cy_dupl,da_dupl,de_dupl,dv_dupl,el_dupl,en_dupl,es_dupl,et_dupl,eu_dupl,fa_dupl,fi_dupl,fr_dupl,gu_dupl,hi_dupl,ht_dupl,hu_dupl,hy_dupl,in_dupl,is_dupl,it_dupl,iw_dupl,ja_dupl,ka_dupl,kn_dupl,ko_dupl,lt_dupl,lv_dupl,ml_dupl,mr_dupl,my_dupl,ne_dupl,nl_dupl,no_dupl,or_dupl,pa_dupl,pl_dupl,ps_dupl,pt_dupl,ro_dupl,ru_dupl,si_dupl,sl_dupl,sr_dupl,sv_dupl,ta_dupl,te_dupl,th_dupl,tl_dupl,tr_dupl,uk_dupl,und_dupl,ur_dupl,vi_dupl,zh_dupl,sd,sd_dupl,km,km_dupl,lo,ug,lo_dupl,ug_dupl,bo,bo_dupl
121,6.0,1190,46,362,233,8.0,589,77,298,20970,2.0,996,243631,10764,292,82,178,9823,20533,85,1626,121,20,3.0,677,32,19779,80,5282,28,50,100,52,132,75.0,61,8.0,97.0,969,177,10.0,19.0,2411,3.0,824,268,2973,54.0,92,28,485,152,94,729,132,1304,6646,14430,313,157,1067,161613,371726,267446,2022-05-08,2.0,769,8,6,85,0.0,463,46,198,13919,0.0,556,184954,6935,164,12,86,9534,16179,16,801,23,6,0.0,168,0,13388,18,1736,1,6,48,10,80,1.0,11,1.0,4.0,568,34,3.0,4.0,1720,1.0,267,86,1936,0.0,64,2,239,31,17,564,29,626,5846,4313,180,40,641,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,16.0,2541,8,92,261,16.0,275,59,252,16199,0.0,560,227513,16227,292,28,1586,439,19402,212,8702,60,19,1.0,560,2,9468,76,3572,40,68,317,35,40,93.0,124,7.0,15.0,1000,79,21.0,74.0,4505,10.0,2097,263,1625,5.0,38,15,190,938,158,12168,138,8567,1005,13800,526,21,595,247360,357018,229469,2022-02-27,5.0,832,0,6,87,0.0,115,24,85,9493,0.0,182,154765,9883,73,10,514,163,12926,81,5878,18,4,0.0,208,0,5004,17,2324,24,8,241,18,17,14.0,26,1.0,1.0,272,17,3.0,23.0,2881,0.0,770,74,531,0.0,6,2,57,409,72,10973,75,4023,417,5198,299,1,319,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,2.0,324,47,75,92,0.0,77,20,94,1893,1.0,120,26255,1806,111,43,59,205,1941,44,322,70,12,0.0,322,26,1320,54,585,20,27,45,31,48,13.0,18,2.0,3.0,217,39,5.0,16.0,243,1.0,311,123,1396,4.0,35,35,86,80,40,132,96,327,3122,4491,94,116,193,20095,47330,409,2022-12-06,0.0,4,0,0,4,0.0,0,1,1,11,0.0,0,169,2,1,0,0,0,19,0,0,2,0,0.0,0,0,2,0,11,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,1,0.0,0,0,0,0,0,0,0,2,11,168,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,50.0,693,41,60,261,9.0,485,17,359,17347,0.0,1039,259129,16035,197,19,449,864,18053,85,1987,64,21,0.0,496,10,19816,58,4642,18,50,220,24,258,22.0,39,15.0,4.0,1526,64,22.0,11.0,3088,3.0,752,231,4209,0.0,159,25,320,154,36,1179,105,2521,5895,14338,184,59,834,187286,378652,273302,2022-04-07,30.0,309,17,2,139,5.0,307,5,214,10755,0.0,678,195852,12185,95,3,281,382,13451,24,1118,16,4,0.0,194,0,13788,25,3291,6,17,152,1,197,1.0,9,7.0,0.0,905,13,8.0,3.0,2150,0.0,225,105,2913,0.0,113,5,130,66,11,866,38,1547,4611,5416,97,14,506,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,1.0,108,51,43,65,2.0,153,21,83,1733,0.0,117,21209,1133,146,48,34,152,1705,38,232,36,13,1.0,258,19,860,50,481,29,31,47,54,37,7.0,6,0.0,0.0,202,38,6.0,9.0,194,0.0,233,127,1243,1.0,34,33,86,45,26,89,41,234,3805,6902,53,86,80,18005,42571,1085,2022-12-31,0.0,2,0,0,1,0.0,0,2,0,5,0.0,0,99,2,1,0,0,0,1,0,0,0,0,0.0,0,0,2,0,9,0,0,0,0,0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0,0,12,0.0,0,0,0,0,0,0,0,0,2,946,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,34.0,971,50,57,241,7.0,348,24,223,24893,0.0,418,225240,9823,227,49,444,765,14117,69,1060,125,25,1.0,677,34,15743,67,2768,21,55,59,63,99,16.0,14,3.0,3.0,1606,93,12.0,7.0,1872,19.0,820,1165,2699,2.0,69,28,401,167,51,1136,97,1869,3606,12435,189,98,796,139724,328075,243028,2022-04-30,12.0,657,8,10,79,2.0,169,8,94,17466,0.0,220,179035,6477,103,2,316,301,11126,7,575,22,4,0.0,269,1,9556,13,1708,6,3,17,13,38,1.0,0,0.0,0.0,1155,14,2.0,0.0,1081,5.0,253,994,1813,0.0,31,1,200,36,2,908,25,1264,2860,3742,47,10,267,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,4.0,100,34,59,88,0.0,112,16,94,1903,0.0,79,22790,1789,128,51,48,111,1593,37,385,69,30,0.0,286,29,1106,34,398,27,27,49,33,28,3.0,14,3.0,4.0,192,40,5.0,9.0,218,2.0,319,151,1126,0.0,25,26,106,63,30,62,45,406,2766,4192,86,100,839,16774,42369,572,2022-12-19,0.0,0,0,0,0,0.0,0,0,0,2,0.0,0,96,13,0,0,1,0,2,0,4,0,0,0.0,0,0,0,0,52,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,0,1,0.0,0,0,0,0,0,0,0,1,0,139,0,0,260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,5.0,102,31,36,62,3.0,48,11,63,2682,0.0,166,17118,1057,84,56,33,141,1537,29,64,54,6,0.0,207,28,1655,67,388,24,25,32,42,42,1.0,2,1.0,2.0,185,48,1.0,2.0,206,1.0,230,96,1150,0.0,30,26,93,38,24,79,60,336,2848,5364,39,110,102,15190,36972,370,2022-08-28,0.0,1,0,0,0,0.0,0,0,0,3,0.0,0,137,2,0,0,0,0,2,0,0,0,0,0.0,1,0,1,0,4,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,3,0,210,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,24.0,1077,56,45,182,18.0,486,36,212,20097,0.0,1239,232508,13729,337,44,340,1244,10610,40,1096,98,10,1.0,523,22,18140,55,2353,61,32,89,42,138,10.0,17,13.0,5.0,1257,101,8.0,8.0,3454,2.0,743,292,3580,3.0,97,39,289,113,34,800,83,1417,2915,14071,912,72,550,146961,335869,250056,2022-04-18,15.0,606,17,1,76,6.0,313,17,113,13203,0.0,876,183741,10686,209,4,204,754,7545,2,588,20,3,0.0,147,2,13604,3,1231,28,1,24,3,94,1.0,3,7.0,1.0,662,34,0.0,1.0,2653,0.0,190,164,2401,0.0,53,14,166,22,1,547,12,683,2000,5127,861,5,312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,3.0,261,31,31,74,0.0,122,11,148,10938,0.0,348,30073,2294,85,38,69,453,3823,25,127,69,19,1.0,272,28,3355,70,442,40,21,36,39,47,7.0,10,4.0,5.0,1112,79,0.0,3.0,519,2.0,393,88,1881,0.0,48,45,208,59,26,132,64,886,3072,6047,65,125,593,30704,68866,720,2022-09-27,0.0,2,0,0,0,0.0,0,0,0,32,0.0,0,286,10,0,0,0,1,15,0,0,0,0,0.0,1,0,10,0,1,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,4,1,81,0,0,275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,47.0,734,72,316,226,5.0,300,36,277,15234,7.0,1547,225535,9714,171,62,150,2273,15370,122,1094,134,33,0.0,694,32,19154,103,4454,24,69,155,38,68,110.0,58,3.0,65.0,3152,415,20.0,19.0,1600,4.0,881,261,4307,95.0,58,91,1234,202,83,494,122,2172,7363,15757,220,133,698,128049,337868,226381,2022-05-17,36.0,432,5,1,57,0.0,147,14,135,9252,0.0,791,163769,4764,26,12,76,1223,11410,0,307,44,7,0.0,87,0,13211,30,1334,2,9,85,2,17,1.0,0,0.0,0.0,2680,327,3.0,0.0,967,1.0,202,75,2375,1.0,8,44,821,38,0,341,14,1140,4123,5450,79,9,397,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,5.0,362,57,28,76,2.0,186,17,164,4870,0.0,282,31931,1900,114,52,89,267,2660,18,174,79,11,0.0,397,30,3021,56,542,29,24,32,54,48,6.0,10,2.0,1.0,452,78,0.0,1.0,615,4.0,338,147,1762,0.0,43,36,135,34,32,178,86,777,3767,8397,88,227,157,26720,64953,613,2022-09-10,0.0,3,0,0,1,0.0,0,0,0,3,0.0,0,283,2,1,0,0,0,9,0,0,0,0,0.0,4,0,12,0,9,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,5,0.0,0,0,0,0,0,0,0,3,3,268,0,0,7,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
133,9.0,641,55,250,214,1.0,225,60,240,11728,0.0,921,155848,6981,206,69,119,608,9316,72,768,78,41,1.0,614,32,11700,64,3979,51,45,151,60,100,89.0,82,9.0,37.0,571,137,12.0,26.0,1458,9.0,762,272,2318,83.0,49,31,363,367,65,493,182,1529,2700,11933,201,96,691,103235,229813,133547,2022-05-20,5.0,364,13,2,65,0.0,80,17,108,6794,0.0,415,98342,3018,72,18,61,269,6226,2,149,10,27,0.0,43,5,6931,0,900,10,1,74,10,59,0.0,2,3.0,0.0,198,57,1.0,0.0,853,1.0,141,77,1222,2.0,8,2,165,151,0,343,85,783,1994,2851,55,9,454,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,8.0,480,75,333,94,6.0,308,19,138,13415,0.0,700,152900,5463,194,73,263,355,10178,85,924,108,32,5.0,627,17,7916,53,2886,25,36,443,52,112,112.0,54,1.0,50.0,479,67,9.0,12.0,852,17.0,619,367,3088,49.0,58,54,503,185,82,350,104,720,3107,9572,888,94,576,90814,220393,145414,2022-06-11,2.0,185,34,3,19,1.0,63,3,38,9271,0.0,312,107745,2927,99,2,181,153,7845,1,160,13,11,1.0,64,1,5400,6,1303,2,0,366,3,72,0.0,9,0.0,0.0,188,19,0.0,1.0,521,4.0,188,175,2198,0.0,27,14,358,22,1,232,24,314,1902,1951,691,20,269,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
135,8.0,1408,62,90,168,4.0,353,29,146,7861,0.0,609,68551,6327,456,68,185,427,7544,78,820,84,27,4.0,594,27,7750,76,885,37,49,40,86,80,30.0,26,2.0,5.0,1352,104,24.0,8.0,1012,6.0,876,290,3440,3.0,61,46,232,114,39,279,130,4143,8145,27860,162,140,350,64516,153812,4676,2022-10-10,0.0,9,0,0,0,0.0,0,0,2,6,0.0,0,744,13,5,0,0,1,25,0,4,0,0,0.0,0,0,9,0,5,0,0,0,0,0,0.0,0,0.0,0.0,2,1,0.0,0.0,0,0.0,2,1,16,0.0,0,0,1,0,0,3,0,16,7,3787,3,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,18.0,175,30,36,93,2.0,222,13,299,7139,0.0,206,135435,3728,196,58,133,368,10762,28,235,90,7,0.0,326,29,10561,64,762,35,26,77,147,223,4.0,1,12.0,1.0,700,165,1.0,14.0,779,3.0,400,226,3068,0.0,38,25,241,53,34,226,73,934,14740,27876,83,67,193,104313,221482,157248,2022-07-29,14.0,62,1,1,29,0.0,122,4,218,4171,0.0,90,104935,2017,82,5,81,182,8881,1,95,10,1,0.0,44,0,7814,3,313,6,0,42,117,123,0.0,0,9.0,0.0,382,105,0.0,12.0,498,1.0,111,100,1938,0.0,15,7,150,9,1,144,21,449,11391,12339,45,8,49,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,1.0,1792,51,74,141,2.0,149,19,68,2059,0.0,202,29298,7119,121,69,162,130,2266,34,199,186,21,0.0,753,34,1490,53,1852,23,30,104,42,39,23.0,16,1.0,3.0,311,48,2.0,6.0,513,1.0,2453,145,1411,0.0,57,27,72,45,31,300,130,1038,3305,5809,89,62,237,29395,64719,745,2022-11-28,0.0,17,0,0,0,0.0,0,0,0,2,0.0,0,331,21,0,3,0,0,8,0,0,1,1,0.0,3,0,0,0,10,0,0,1,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,3,0.0,1,3,3,0.0,1,0,0,0,0,0,0,16,6,293,0,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,10.0,540,51,383,160,11.0,309,17,369,14235,0.0,960,143443,6851,313,68,98,315,10256,44,1086,106,14,0.0,589,25,9020,106,2812,24,33,89,39,101,64.0,35,0.0,38.0,1108,189,8.0,5.0,915,8.0,575,349,2828,64.0,37,36,233,221,81,343,123,1099,2735,8692,291,82,522,91856,213161,145133,2022-06-26,4.0,233,6,7,86,2.0,84,3,273,9561,0.0,510,105446,4263,150,5,36,148,7406,1,650,22,3,0.0,72,0,5875,33,995,1,0,44,2,75,0.0,1,0.0,0.0,737,36,0.0,1.0,559,0.0,202,179,1978,0.0,11,0,135,50,1,230,54,574,1971,2090,112,8,208,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,7.0,154,41,44,51,1.0,88,15,66,2671,0.0,166,21965,2085,95,49,73,155,2152,39,237,57,9,3.0,261,29,1532,62,426,21,30,46,32,44,4.0,12,1.0,4.0,267,48,8.0,4.0,321,1.0,333,97,1375,0.0,33,59,79,49,38,131,41,420,3027,4299,50,248,181,18170,43836,265,2022-10-27,0.0,0,0,0,1,0.0,0,1,0,8,0.0,0,136,10,0,0,0,0,6,0,2,0,0,0.0,0,0,0,0,6,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5,81,0,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,9.0,505,41,303,200,13.0,421,24,337,11369,0.0,1245,116588,6992,192,54,76,398,18755,151,662,104,22,2.0,1061,21,10879,85,1851,44,35,72,50,85,87.0,39,8.0,38.0,602,165,3.0,12.0,1048,3.0,622,221,2731,50.0,57,39,216,226,68,351,88,3175,3370,8657,172,99,380,91938,195178,124674,2022-07-01,5.0,209,4,4,102,3.0,96,5,243,7199,0.0,724,77228,3785,76,1,21,182,15687,50,184,23,7,1.0,166,0,7747,13,519,12,0,19,10,43,0.0,0,4.0,1.0,279,23,1.0,1.0,656,0.0,174,42,1807,4.0,17,13,82,20,0,240,26,2293,2386,2026,58,6,147,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
141,7.0,144,51,45,93,0.0,89,14,69,2780,0.0,168,26561,1774,84,53,72,136,1807,34,167,93,14,0.0,257,16,1491,50,356,29,21,37,19,29,4.0,5,2.0,2.0,225,50,1.0,6.0,284,2.0,194,125,1420,0.0,42,30,112,40,25,85,63,435,3268,4817,60,155,297,19215,48313,473,2022-11-04,0.0,0,0,0,0,0.0,0,0,0,3,0.0,0,208,9,0,0,0,0,1,0,1,0,0,0.0,1,0,4,0,9,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,2,0.0,0,0,3,0.0,0,0,0,0,0,0,0,0,5,199,0,1,27,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
142,13.0,320,27,308,127,6.0,384,25,344,9875,0.0,739,114984,4477,450,49,71,514,11920,62,783,94,14,0.0,665,24,6617,74,2582,36,31,65,62,69,128.0,47,3.0,23.0,426,150,9.0,15.0,899,9.0,574,192,2200,76.0,33,45,257,208,64,289,70,1293,1795,6276,113,109,350,78537,171467,106712,2022-07-05,9.0,62,3,0,23,2.0,49,10,217,5936,0.0,474,76162,1651,334,1,8,259,10001,1,265,16,6,0.0,87,0,4202,4,707,9,0,5,32,36,0.0,3,2.0,0.0,177,13,0.0,1.0,512,1.0,176,35,1310,0.0,6,11,110,13,0,160,2,811,1233,1410,4,14,137,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
143,3.0,287,51,60,85,1.0,106,13,92,3565,0.0,220,24960,2448,80,47,53,160,2888,36,282,70,8,3.0,243,22,2182,57,425,20,25,53,49,33,8.0,5,0.0,1.0,317,53,5.0,4.0,338,2.0,321,126,1938,0.0,43,32,115,46,29,123,61,547,3597,4699,55,183,223,22425,51501,225,2022-10-14,0.0,3,0,0,0,0.0,0,0,0,5,0.0,0,101,9,0,0,0,0,4,0,1,0,0,0.0,0,0,2,0,3,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,2,0,0,0.0,0,0,0,0,0,0,0,0,3,51,0,37,4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,6.0,397,40,264,174,0.0,341,21,154,11456,0.0,851,148745,8724,223,59,105,437,8701,53,846,141,30,0.0,683,30,9387,55,3890,30,34,87,28,88,112.0,44,5.0,63.0,547,162,4.0,17.0,851,15.0,636,407,2691,66.0,100,28,244,173,71,344,103,1045,1949,8921,504,75,679,92090,215937,127374,2022-06-15,1.0,123,7,0,51,0.0,54,1,46,6700,0.0,328,92875,5229,111,1,46,205,5806,4,215,49,6,0.0,139,1,6372,3,959,5,1,23,0,37,0.0,1,2.0,0.0,226,11,0.0,2.0,470,4.0,132,192,1744,1.0,57,0,116,22,2,226,11,519,1336,2238,262,15,387,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,6.0,196,43,31,64,0.0,76,11,65,2880,0.0,154,19572,1689,81,69,72,128,2294,26,115,60,13,0.0,246,35,1470,47,405,19,27,34,35,33,4.0,1,0.0,4.0,219,48,4.0,0.0,253,0.0,195,93,1337,1.0,28,63,90,49,25,130,51,331,3386,4221,41,151,160,16121,40881,288,2022-10-23,0.0,0,0,0,0,0.0,0,0,0,3,0.0,1,157,17,0,0,0,0,4,0,1,0,0,0.0,17,0,1,0,5,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,2,0,0.0,0,0,0,0,0,0,0,0,2,78,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,8.0,353,46,299,185,4.0,216,37,188,12369,0.0,1004,137419,4763,185,42,102,235,6146,38,515,89,9,0.0,596,31,7758,74,3802,31,34,235,41,80,110.0,68,0.0,28.0,666,154,5.0,20.0,1056,3.0,535,236,2759,55.0,59,42,221,181,68,299,138,1053,2380,8108,301,101,399,82106,195979,125224,2022-06-22,2.0,126,5,2,55,0.0,99,7,58,7861,0.0,453,96204,1730,74,1,46,117,4026,2,93,10,1,0.0,75,2,4609,7,684,6,0,162,3,44,0.0,0,0.0,0.0,329,16,0.0,0.0,746,0.0,114,51,1871,0.0,23,1,88,27,6,194,58,558,1843,2395,104,28,208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,28.0,641,60,233,295,6.0,251,52,154,17582,1.0,1180,185933,7657,250,59,92,1363,13255,125,950,100,37,1.0,616,31,17555,70,2932,51,67,71,77,142,93.0,76,10.0,104.0,1700,124,11.0,16.0,1505,1.0,807,251,2698,58.0,134,47,1511,197,74,522,136,1951,3467,11695,164,148,801,117943,280219,177449,2022-05-13,23.0,361,5,2,80,0.0,87,20,37,11614,0.0,613,124096,3463,133,2,22,649,9423,5,246,12,6,0.0,68,1,12176,8,991,15,8,10,19,86,0.0,10,3.0,2.0,1215,24,2.0,0.0,875,0.0,145,62,1635,0.0,76,6,1170,31,11,362,38,1133,2740,3096,70,29,433,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,9.0,608,59,67,115,1.0,126,14,106,4724,0.0,327,36130,3754,120,72,947,324,3972,44,537,74,22,0.0,1273,26,4031,87,685,33,45,72,44,43,3.0,23,3.0,3.0,510,73,4.0,6.0,446,1.0,617,127,2047,1.0,30,34,126,59,41,227,125,1813,3155,8737,126,186,354,35468,77368,678,2022-09-23,0.0,12,0,0,1,0.0,0,0,0,3,0.0,0,381,9,0,0,5,0,12,0,0,1,0,0.0,1,0,3,0,6,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,14,0.0,4,0,2,0.0,1,0,0,0,0,0,0,40,4,167,1,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,7.0,720,49,282,267,4.0,501,22,187,12504,0.0,924,165731,9668,166,56,114,556,10968,85,1199,79,28,2.0,716,25,12440,65,2930,33,60,94,79,105,97.0,119,0.0,65.0,879,94,8.0,30.0,1337,10.0,902,262,2210,99.0,48,47,257,371,169,323,117,1778,1855,13539,275,103,938,113269,246600,148690,2022-05-24,2.0,418,8,5,92,0.0,391,8,62,7549,0.0,344,106028,5289,47,3,54,291,7650,1,384,3,8,1.0,84,1,8170,3,1081,10,4,23,32,68,1.0,20,0.0,5.0,431,9,1.0,0.0,817,1.0,283,74,1106,7.0,14,5,92,130,59,205,20,910,1267,4531,99,5,484,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,8.0,300,47,45,194,6.0,140,14,154,4300,0.0,294,41033,2792,100,70,101,188,3173,38,314,120,20,11.0,669,30,3424,62,467,32,36,130,35,59,4.0,45,1.0,6.0,465,55,0.0,2.0,487,3.0,803,111,1584,1.0,57,30,148,50,34,521,199,877,3152,7697,98,232,323,31718,75392,2569,2022-09-14,0.0,2,0,0,6,0.0,1,0,0,7,0.0,0,2216,6,1,3,0,0,1,0,0,0,0,0.0,0,0,8,0,9,0,0,0,0,0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,8,0,0,0.0,0,0,0,0,0,0,0,0,1,291,0,0,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,18.0,2116,17,191,387,17.0,1103,40,424,20698,0.0,735,336626,15457,196,21,873,684,20616,218,8893,115,33,3.0,939,6,14811,73,4668,34,182,242,56,139,103.0,214,12.0,12.0,1341,73,91.0,76.0,4087,2.0,1923,318,3929,9.0,91,39,251,1165,96,8748,156,5655,2918,17054,297,71,920,262254,480290,311125,2022-03-04,8.0,720,2,16,121,1.0,811,4,219,11697,0.0,280,231353,9594,60,6,375,234,13195,44,5345,54,9,1.0,284,2,8660,17,2950,5,66,138,30,64,15.0,57,5.0,1.0,435,16,32.0,13.0,2434,0.0,528,131,2109,2.0,43,15,87,741,12,8184,53,2705,1556,4888,101,18,578,1.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
152,3.0,809,43,29,439,7.0,283,65,257,32080,0.0,1483,298604,16448,274,24,365,1474,20270,27,760,49,117,1.0,365,19,21730,67,2380,22,21,128,65,142,11.0,13,16.0,4.0,2246,94,10.0,8.0,4166,2.0,924,402,6257,22.0,162,22,294,81,23,1690,112,1773,6705,20001,52,54,1472,199396,445466,333379,2022-04-03,0.0,422,12,0,304,0.0,113,37,122,21300,0.0,1067,236789,13191,139,3,219,857,15318,1,392,16,25,0.0,108,2,15687,18,1160,6,12,82,17,87,0.0,2,7.0,0.0,1156,20,3.0,1.0,3061,0.0,403,252,4424,7.0,100,10,104,25,2,1397,69,944,4957,7663,13,3,1250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,2.0,969,41,156,161,2.0,89,26,98,2609,1.0,163,36998,3477,167,64,102,169,2424,61,461,148,27,2.0,1522,32,1567,58,4305,21,43,112,45,41,55.0,50,4.0,20.0,292,56,10.0,15.0,278,5.0,695,158,1409,7.0,40,24,120,154,62,482,162,852,2822,6484,128,129,250,36879,70929,877,2022-12-02,0.0,1,0,0,2,0.0,0,0,0,2,0.0,0,578,14,0,0,0,2,5,0,0,0,0,0.0,3,0,0,0,8,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,2,0.0,0,1,1,0.0,0,0,0,0,0,3,0,1,3,247,0,0,4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,9.0,578,36,62,226,1.0,190,21,261,7469,1.0,509,107324,7797,252,52,114,465,10726,71,1277,139,24,1.0,528,35,5157,88,1133,61,40,54,49,47,10.0,28,15.0,16.0,1269,96,24.0,8.0,616,15.0,624,263,3272,2.0,45,34,237,137,32,9658,114,1271,5155,8642,245,126,2303,93442,179071,119806,2022-08-04,3.0,291,2,4,160,0.0,101,5,139,4654,0.0,289,76259,5110,149,3,21,227,8610,21,813,78,9,0.0,176,2,3163,17,558,30,3,15,10,12,1.0,5,11.0,5.0,702,7,9.0,1.0,329,8.0,209,140,1672,2.0,5,5,106,54,0,9330,27,713,1867,2731,125,17,791,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,84.0,385,66,379,134,5.0,196,37,191,10170,0.0,726,170745,5842,475,62,101,341,8409,192,914,89,15,3.0,675,30,9392,64,2520,24,54,66,40,59,145.0,77,3.0,50.0,522,253,9.0,9.0,807,7.0,545,248,1869,71.0,63,51,4649,453,64,443,131,766,3769,9680,257,82,594,84808,238102,163941,2022-06-04,66.0,159,30,3,40,1.0,118,19,101,6685,0.0,337,125526,3162,335,16,39,160,5697,7,212,24,3,1.0,142,1,6367,5,848,0,4,34,0,27,1.0,2,0.0,0.0,257,188,0.0,0.0,447,2.0,138,79,1059,10.0,33,12,4487,291,1,283,58,366,3181,2435,54,6,382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,3.0,237,42,33,94,1.0,139,11,73,3877,0.0,239,25546,2719,132,50,64,197,2947,22,165,69,11,1.0,244,25,2954,54,422,26,41,35,57,46,7.0,7,2.0,1.0,349,51,5.0,4.0,407,4.0,381,165,1761,1.0,38,38,126,49,20,139,46,514,3191,5553,40,134,293,22438,53903,444,2022-10-05,0.0,4,0,0,0,0.0,0,0,0,2,0.0,1,272,24,1,0,0,0,3,0,0,0,0,0.0,0,0,4,0,7,0,0,0,0,0,0.0,0,0.0,0.0,6,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,107,0,0,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
